id,svg_file,png_file,shape_types
000174,svg/000174.svg,png/000174.png,polygon
000175,svg/000175.svg,png/000175.png,polygon
000176,svg/000176.svg,png/000176.png,triangle
000177,svg/000177.svg,png/000177.png,triangle
000178,svg/000178.svg,png/000178.png,rect
000179,svg/000179.svg,png/000179.png,circle
000180,svg/000180.svg,png/000180.png,bezier
000181,svg/000181.svg,png/000181.png,polygon
000182,svg/000182.svg,png/000182.png,rect
000183,svg/000183.svg,png/000183.png,bezier
000184,svg/000184.svg,png/000184.png,triangle
000185,svg/000185.svg,png/000185.png,rect
000186,svg/000186.svg,png/000186.png,circle
000187,svg/000187.svg,png/000187.png,circle
000188,svg/000188.svg,png/000188.png,polygon
000189,svg/000189.svg,png/000189.png,rect
000190,svg/000190.svg,png/000190.png,rect
000191,svg/000191.svg,png/000191.png,rect
000192,svg/000192.svg,png/000192.png,triangle
000193,svg/000193.svg,png/000193.png,rect
000194,svg/000194.svg,png/000194.png,circle
000195,svg/000195.svg,png/000195.png,polygon
000196,svg/000196.svg,png/000196.png,bezier
000197,svg/000197.svg,png/000197.png,circle
000198,svg/000198.svg,png/000198.png,polygon
000199,svg/000199.svg,png/000199.png,polygon
000200,svg/000200.svg,png/000200.png,bezier
000201,svg/000201.svg,png/000201.png,rect
000202,svg/000202.svg,png/000202.png,circle
000203,svg/000203.svg,png/000203.png,circle
000204,svg/000204.svg,png/000204.png,bezier
000205,svg/000205.svg,png/000205.png,circle
000206,svg/000206.svg,png/000206.png,triangle
000207,svg/000207.svg,png/000207.png,circle
000208,svg/000208.svg,png/000208.png,rect
000209,svg/000209.svg,png/000209.png,triangle
000210,svg/000210.svg,png/000210.png,rect
000211,svg/000211.svg,png/000211.png,rect
000212,svg/000212.svg,png/000212.png,bezier
000213,svg/000213.svg,png/000213.png,triangle
000214,svg/000214.svg,png/000214.png,polygon
000215,svg/000215.svg,png/000215.png,circle
000216,svg/000216.svg,png/000216.png,bezier
000217,svg/000217.svg,png/000217.png,triangle
000218,svg/000218.svg,png/000218.png,rect
000219,svg/000219.svg,png/000219.png,rect
000220,svg/000220.svg,png/000220.png,polygon
000221,svg/000221.svg,png/000221.png,polygon
000222,svg/000222.svg,png/000222.png,circle
000223,svg/000223.svg,png/000223.png,triangle
000224,svg/000224.svg,png/000224.png,circle
000225,svg/000225.svg,png/000225.png,rect
000226,svg/000226.svg,png/000226.png,bezier
000227,svg/000227.svg,png/000227.png,triangle
000228,svg/000228.svg,png/000228.png,polygon
000229,svg/000229.svg,png/000229.png,polygon
000230,svg/000230.svg,png/000230.png,bezier
000231,svg/000231.svg,png/000231.png,circle
000232,svg/000232.svg,png/000232.png,rect
000233,svg/000233.svg,png/000233.png,polygon
000234,svg/000234.svg,png/000234.png,circle
000235,svg/000235.svg,png/000235.png,triangle
000236,svg/000236.svg,png/000236.png,triangle
000237,svg/000237.svg,png/000237.png,bezier
000238,svg/000238.svg,png/000238.png,rect
000239,svg/000239.svg,png/000239.png,triangle
000240,svg/000240.svg,png/000240.png,polygon
000241,svg/000241.svg,png/000241.png,circle
000242,svg/000242.svg,png/000242.png,circle
000243,svg/000243.svg,png/000243.png,rect
000244,svg/000244.svg,png/000244.png,triangle
000245,svg/000245.svg,png/000245.png,circle
000246,svg/000246.svg,png/000246.png,rect
000247,svg/000247.svg,png/000247.png,triangle
000248,svg/000248.svg,png/000248.png,rect
000249,svg/000249.svg,png/000249.png,bezier
000250,svg/000250.svg,png/000250.png,bezier
000251,svg/000251.svg,png/000251.png,bezier
000252,svg/000252.svg,png/000252.png,polygon
000253,svg/000253.svg,png/000253.png,triangle
000254,svg/000254.svg,png/000254.png,circle
000255,svg/000255.svg,png/000255.png,circle
000256,svg/000256.svg,png/000256.png,polygon
000257,svg/000257.svg,png/000257.png,polygon
000258,svg/000258.svg,png/000258.png,bezier
000259,svg/000259.svg,png/000259.png,bezier
000260,svg/000260.svg,png/000260.png,triangle
000261,svg/000261.svg,png/000261.png,bezier
000262,svg/000262.svg,png/000262.png,triangle
000263,svg/000263.svg,png/000263.png,polygon
000264,svg/000264.svg,png/000264.png,polygon
000265,svg/000265.svg,png/000265.png,bezier
000266,svg/000266.svg,png/000266.png,polygon
000267,svg/000267.svg,png/000267.png,triangle
000268,svg/000268.svg,png/000268.png,triangle
000269,svg/000269.svg,png/000269.png,bezier
000270,svg/000270.svg,png/000270.png,circle
000271,svg/000271.svg,png/000271.png,triangle
000272,svg/000272.svg,png/000272.png,rect
000273,svg/000273.svg,png/000273.png,polygon
000274,svg/000274.svg,png/000274.png,polygon
000275,svg/000275.svg,png/000275.png,polygon
000276,svg/000276.svg,png/000276.png,bezier
000277,svg/000277.svg,png/000277.png,polygon
000278,svg/000278.svg,png/000278.png,circle
000279,svg/000279.svg,png/000279.png,triangle
000280,svg/000280.svg,png/000280.png,rect
000281,svg/000281.svg,png/000281.png,bezier
000282,svg/000282.svg,png/000282.png,triangle
000283,svg/000283.svg,png/000283.png,rect
000284,svg/000284.svg,png/000284.png,rect
000285,svg/000285.svg,png/000285.png,bezier
000286,svg/000286.svg,png/000286.png,polygon
000287,svg/000287.svg,png/000287.png,bezier
000288,svg/000288.svg,png/000288.png,bezier
000289,svg/000289.svg,png/000289.png,triangle
000290,svg/000290.svg,png/000290.png,triangle
000291,svg/000291.svg,png/000291.png,triangle
000292,svg/000292.svg,png/000292.png,bezier
000293,svg/000293.svg,png/000293.png,triangle
000294,svg/000294.svg,png/000294.png,polygon
000295,svg/000295.svg,png/000295.png,triangle
000296,svg/000296.svg,png/000296.png,polygon
000297,svg/000297.svg,png/000297.png,rect
000298,svg/000298.svg,png/000298.png,rect
000299,svg/000299.svg,png/000299.png,rect
000300,svg/000300.svg,png/000300.png,circle
000301,svg/000301.svg,png/000301.png,polygon
000302,svg/000302.svg,png/000302.png,bezier
000303,svg/000303.svg,png/000303.png,polygon
000304,svg/000304.svg,png/000304.png,bezier
000305,svg/000305.svg,png/000305.png,circle
000306,svg/000306.svg,png/000306.png,polygon
000307,svg/000307.svg,png/000307.png,polygon
000308,svg/000308.svg,png/000308.png,bezier
000309,svg/000309.svg,png/000309.png,polygon
000310,svg/000310.svg,png/000310.png,circle
000311,svg/000311.svg,png/000311.png,bezier
000312,svg/000312.svg,png/000312.png,triangle
000313,svg/000313.svg,png/000313.png,bezier
000314,svg/000314.svg,png/000314.png,rect
000315,svg/000315.svg,png/000315.png,bezier
000316,svg/000316.svg,png/000316.png,rect
000317,svg/000317.svg,png/000317.png,polygon
000318,svg/000318.svg,png/000318.png,triangle
000319,svg/000319.svg,png/000319.png,triangle
000320,svg/000320.svg,png/000320.png,polygon
000321,svg/000321.svg,png/000321.png,polygon
000322,svg/000322.svg,png/000322.png,bezier
000323,svg/000323.svg,png/000323.png,polygon
000324,svg/000324.svg,png/000324.png,rect
000325,svg/000325.svg,png/000325.png,circle
000326,svg/000326.svg,png/000326.png,triangle
000327,svg/000327.svg,png/000327.png,polygon
000328,svg/000328.svg,png/000328.png,polygon
000329,svg/000329.svg,png/000329.png,polygon
000330,svg/000330.svg,png/000330.png,triangle
000331,svg/000331.svg,png/000331.png,circle
000332,svg/000332.svg,png/000332.png,rect
000333,svg/000333.svg,png/000333.png,rect
000334,svg/000334.svg,png/000334.png,polygon
000335,svg/000335.svg,png/000335.png,polygon
000336,svg/000336.svg,png/000336.png,polygon
000337,svg/000337.svg,png/000337.png,bezier
000338,svg/000338.svg,png/000338.png,polygon
000339,svg/000339.svg,png/000339.png,rect
000340,svg/000340.svg,png/000340.png,circle
000341,svg/000341.svg,png/000341.png,bezier
000342,svg/000342.svg,png/000342.png,triangle
000343,svg/000343.svg,png/000343.png,circle
000344,svg/000344.svg,png/000344.png,triangle
000345,svg/000345.svg,png/000345.png,triangle
000346,svg/000346.svg,png/000346.png,polygon
000347,svg/000347.svg,png/000347.png,bezier
000348,svg/000348.svg,png/000348.png,circle
000349,svg/000349.svg,png/000349.png,bezier
000350,svg/000350.svg,png/000350.png,bezier
000351,svg/000351.svg,png/000351.png,triangle
000352,svg/000352.svg,png/000352.png,bezier
000353,svg/000353.svg,png/000353.png,polygon
000354,svg/000354.svg,png/000354.png,polygon
000355,svg/000355.svg,png/000355.png,polygon
000356,svg/000356.svg,png/000356.png,rect
000357,svg/000357.svg,png/000357.png,polygon
000358,svg/000358.svg,png/000358.png,rect
000359,svg/000359.svg,png/000359.png,triangle
000360,svg/000360.svg,png/000360.png,circle
000361,svg/000361.svg,png/000361.png,rect
000362,svg/000362.svg,png/000362.png,circle
000363,svg/000363.svg,png/000363.png,bezier
000364,svg/000364.svg,png/000364.png,polygon
000365,svg/000365.svg,png/000365.png,triangle
000366,svg/000366.svg,png/000366.png,circle
000367,svg/000367.svg,png/000367.png,bezier
000368,svg/000368.svg,png/000368.png,bezier
000369,svg/000369.svg,png/000369.png,circle
000370,svg/000370.svg,png/000370.png,triangle
000371,svg/000371.svg,png/000371.png,circle
000372,svg/000372.svg,png/000372.png,bezier
000373,svg/000373.svg,png/000373.png,polygon
000374,svg/000374.svg,png/000374.png,polygon
000375,svg/000375.svg,png/000375.png,polygon
000376,svg/000376.svg,png/000376.png,rect
000377,svg/000377.svg,png/000377.png,polygon
000378,svg/000378.svg,png/000378.png,circle
000379,svg/000379.svg,png/000379.png,rect
000380,svg/000380.svg,png/000380.png,rect
000381,svg/000381.svg,png/000381.png,circle
000382,svg/000382.svg,png/000382.png,bezier
000383,svg/000383.svg,png/000383.png,rect
000384,svg/000384.svg,png/000384.png,rect
000385,svg/000385.svg,png/000385.png,bezier
000386,svg/000386.svg,png/000386.png,polygon
000387,svg/000387.svg,png/000387.png,circle
000388,svg/000388.svg,png/000388.png,rect
000389,svg/000389.svg,png/000389.png,triangle
000390,svg/000390.svg,png/000390.png,bezier
000391,svg/000391.svg,png/000391.png,rect
000392,svg/000392.svg,png/000392.png,circle
000393,svg/000393.svg,png/000393.png,circle
000394,svg/000394.svg,png/000394.png,triangle
000395,svg/000395.svg,png/000395.png,circle
000396,svg/000396.svg,png/000396.png,circle
000397,svg/000397.svg,png/000397.png,rect
000398,svg/000398.svg,png/000398.png,polygon
000399,svg/000399.svg,png/000399.png,circle
000400,svg/000400.svg,png/000400.png,rect
000401,svg/000401.svg,png/000401.png,bezier
000402,svg/000402.svg,png/000402.png,triangle
000403,svg/000403.svg,png/000403.png,polygon
000404,svg/000404.svg,png/000404.png,rect
000405,svg/000405.svg,png/000405.png,polygon
000406,svg/000406.svg,png/000406.png,polygon
000407,svg/000407.svg,png/000407.png,circle
000408,svg/000408.svg,png/000408.png,circle
000409,svg/000409.svg,png/000409.png,rect
000410,svg/000410.svg,png/000410.png,triangle
000411,svg/000411.svg,png/000411.png,triangle
000412,svg/000412.svg,png/000412.png,bezier
000413,svg/000413.svg,png/000413.png,bezier
000414,svg/000414.svg,png/000414.png,circle
000415,svg/000415.svg,png/000415.png,triangle
000416,svg/000416.svg,png/000416.png,polygon
000417,svg/000417.svg,png/000417.png,circle
000418,svg/000418.svg,png/000418.png,triangle
000419,svg/000419.svg,png/000419.png,triangle
000420,svg/000420.svg,png/000420.png,bezier
000421,svg/000421.svg,png/000421.png,rect
000422,svg/000422.svg,png/000422.png,polygon
000423,svg/000423.svg,png/000423.png,rect
000424,svg/000424.svg,png/000424.png,triangle
000425,svg/000425.svg,png/000425.png,rect
000426,svg/000426.svg,png/000426.png,polygon
000427,svg/000427.svg,png/000427.png,bezier
000428,svg/000428.svg,png/000428.png,bezier
000429,svg/000429.svg,png/000429.png,circle
000430,svg/000430.svg,png/000430.png,rect
000431,svg/000431.svg,png/000431.png,circle
000432,svg/000432.svg,png/000432.png,circle
000433,svg/000433.svg,png/000433.png,triangle
000434,svg/000434.svg,png/000434.png,circle
000435,svg/000435.svg,png/000435.png,circle
000436,svg/000436.svg,png/000436.png,triangle
000437,svg/000437.svg,png/000437.png,bezier
000438,svg/000438.svg,png/000438.png,triangle
000439,svg/000439.svg,png/000439.png,triangle
000440,svg/000440.svg,png/000440.png,triangle
000441,svg/000441.svg,png/000441.png,circle
000442,svg/000442.svg,png/000442.png,rect
000443,svg/000443.svg,png/000443.png,rect
000444,svg/000444.svg,png/000444.png,bezier
000445,svg/000445.svg,png/000445.png,triangle
000446,svg/000446.svg,png/000446.png,polygon
000447,svg/000447.svg,png/000447.png,rect
000448,svg/000448.svg,png/000448.png,rect
000449,svg/000449.svg,png/000449.png,rect
000450,svg/000450.svg,png/000450.png,triangle
000451,svg/000451.svg,png/000451.png,bezier
000452,svg/000452.svg,png/000452.png,triangle
000453,svg/000453.svg,png/000453.png,bezier
000454,svg/000454.svg,png/000454.png,rect
000455,svg/000455.svg,png/000455.png,polygon
000456,svg/000456.svg,png/000456.png,polygon
000457,svg/000457.svg,png/000457.png,polygon
000458,svg/000458.svg,png/000458.png,polygon
000459,svg/000459.svg,png/000459.png,polygon
000460,svg/000460.svg,png/000460.png,circle
000461,svg/000461.svg,png/000461.png,circle
000462,svg/000462.svg,png/000462.png,rect
000463,svg/000463.svg,png/000463.png,polygon
000464,svg/000464.svg,png/000464.png,triangle
000465,svg/000465.svg,png/000465.png,rect
000466,svg/000466.svg,png/000466.png,rect
000467,svg/000467.svg,png/000467.png,bezier
000468,svg/000468.svg,png/000468.png,rect
000469,svg/000469.svg,png/000469.png,rect
000470,svg/000470.svg,png/000470.png,bezier
000471,svg/000471.svg,png/000471.png,polygon
000472,svg/000472.svg,png/000472.png,triangle
000473,svg/000473.svg,png/000473.png,circle
000474,svg/000474.svg,png/000474.png,rect
000475,svg/000475.svg,png/000475.png,circle
000476,svg/000476.svg,png/000476.png,circle
000477,svg/000477.svg,png/000477.png,polygon
000478,svg/000478.svg,png/000478.png,bezier
000479,svg/000479.svg,png/000479.png,polygon
000480,svg/000480.svg,png/000480.png,polygon
000481,svg/000481.svg,png/000481.png,circle
000482,svg/000482.svg,png/000482.png,rect
000483,svg/000483.svg,png/000483.png,bezier
000484,svg/000484.svg,png/000484.png,circle
000485,svg/000485.svg,png/000485.png,rect
000486,svg/000486.svg,png/000486.png,polygon
000487,svg/000487.svg,png/000487.png,polygon
000488,svg/000488.svg,png/000488.png,triangle
000489,svg/000489.svg,png/000489.png,rect
000490,svg/000490.svg,png/000490.png,bezier
000491,svg/000491.svg,png/000491.png,rect
000492,svg/000492.svg,png/000492.png,polygon
000493,svg/000493.svg,png/000493.png,polygon
000494,svg/000494.svg,png/000494.png,rect
000495,svg/000495.svg,png/000495.png,circle
000496,svg/000496.svg,png/000496.png,polygon
000497,svg/000497.svg,png/000497.png,bezier
000498,svg/000498.svg,png/000498.png,triangle
000499,svg/000499.svg,png/000499.png,triangle
000500,svg/000500.svg,png/000500.png,rect
000501,svg/000501.svg,png/000501.png,bezier
000502,svg/000502.svg,png/000502.png,triangle
000503,svg/000503.svg,png/000503.png,circle
000504,svg/000504.svg,png/000504.png,rect
000505,svg/000505.svg,png/000505.png,bezier
000506,svg/000506.svg,png/000506.png,rect
000507,svg/000507.svg,png/000507.png,polygon
000508,svg/000508.svg,png/000508.png,bezier
000509,svg/000509.svg,png/000509.png,circle
000510,svg/000510.svg,png/000510.png,triangle
000511,svg/000511.svg,png/000511.png,polygon
000512,svg/000512.svg,png/000512.png,bezier
000513,svg/000513.svg,png/000513.png,triangle
000514,svg/000514.svg,png/000514.png,polygon
000515,svg/000515.svg,png/000515.png,triangle
000516,svg/000516.svg,png/000516.png,circle
000517,svg/000517.svg,png/000517.png,rect
000518,svg/000518.svg,png/000518.png,rect
000519,svg/000519.svg,png/000519.png,polygon
000520,svg/000520.svg,png/000520.png,triangle
000521,svg/000521.svg,png/000521.png,rect
000522,svg/000522.svg,png/000522.png,polygon
000523,svg/000523.svg,png/000523.png,circle
000524,svg/000524.svg,png/000524.png,bezier
000525,svg/000525.svg,png/000525.png,circle
000526,svg/000526.svg,png/000526.png,polygon
000527,svg/000527.svg,png/000527.png,triangle
000528,svg/000528.svg,png/000528.png,bezier
000529,svg/000529.svg,png/000529.png,polygon
000530,svg/000530.svg,png/000530.png,triangle
000531,svg/000531.svg,png/000531.png,triangle
000532,svg/000532.svg,png/000532.png,rect
000533,svg/000533.svg,png/000533.png,rect
000534,svg/000534.svg,png/000534.png,circle
000535,svg/000535.svg,png/000535.png,triangle
000536,svg/000536.svg,png/000536.png,circle
000537,svg/000537.svg,png/000537.png,rect
000538,svg/000538.svg,png/000538.png,rect
000539,svg/000539.svg,png/000539.png,polygon
000540,svg/000540.svg,png/000540.png,circle
000541,svg/000541.svg,png/000541.png,triangle
000542,svg/000542.svg,png/000542.png,rect
000543,svg/000543.svg,png/000543.png,circle
000544,svg/000544.svg,png/000544.png,bezier
000545,svg/000545.svg,png/000545.png,circle
000546,svg/000546.svg,png/000546.png,circle
000547,svg/000547.svg,png/000547.png,bezier
000548,svg/000548.svg,png/000548.png,bezier
000549,svg/000549.svg,png/000549.png,polygon
000550,svg/000550.svg,png/000550.png,polygon
000551,svg/000551.svg,png/000551.png,triangle
000552,svg/000552.svg,png/000552.png,circle
000553,svg/000553.svg,png/000553.png,rect
000554,svg/000554.svg,png/000554.png,circle
000555,svg/000555.svg,png/000555.png,circle
000556,svg/000556.svg,png/000556.png,triangle
000557,svg/000557.svg,png/000557.png,triangle
000558,svg/000558.svg,png/000558.png,circle
000559,svg/000559.svg,png/000559.png,polygon
000560,svg/000560.svg,png/000560.png,triangle
000561,svg/000561.svg,png/000561.png,circle
000562,svg/000562.svg,png/000562.png,bezier
000563,svg/000563.svg,png/000563.png,circle
000564,svg/000564.svg,png/000564.png,rect
000565,svg/000565.svg,png/000565.png,rect
000566,svg/000566.svg,png/000566.png,polygon
000567,svg/000567.svg,png/000567.png,bezier
000568,svg/000568.svg,png/000568.png,circle
000569,svg/000569.svg,png/000569.png,bezier
000570,svg/000570.svg,png/000570.png,polygon
000571,svg/000571.svg,png/000571.png,circle
000572,svg/000572.svg,png/000572.png,triangle
000573,svg/000573.svg,png/000573.png,circle
000574,svg/000574.svg,png/000574.png,polygon
000575,svg/000575.svg,png/000575.png,bezier
000576,svg/000576.svg,png/000576.png,rect
000577,svg/000577.svg,png/000577.png,triangle
000578,svg/000578.svg,png/000578.png,polygon
000579,svg/000579.svg,png/000579.png,rect
000580,svg/000580.svg,png/000580.png,rect
000581,svg/000581.svg,png/000581.png,rect
000582,svg/000582.svg,png/000582.png,circle
000583,svg/000583.svg,png/000583.png,circle
000584,svg/000584.svg,png/000584.png,bezier
000585,svg/000585.svg,png/000585.png,circle
000586,svg/000586.svg,png/000586.png,circle
000587,svg/000587.svg,png/000587.png,polygon
000588,svg/000588.svg,png/000588.png,rect
000589,svg/000589.svg,png/000589.png,polygon
000590,svg/000590.svg,png/000590.png,bezier
000591,svg/000591.svg,png/000591.png,polygon
000592,svg/000592.svg,png/000592.png,rect
000593,svg/000593.svg,png/000593.png,bezier
000594,svg/000594.svg,png/000594.png,polygon
000595,svg/000595.svg,png/000595.png,bezier
000596,svg/000596.svg,png/000596.png,circle
000597,svg/000597.svg,png/000597.png,triangle
000598,svg/000598.svg,png/000598.png,polygon
000599,svg/000599.svg,png/000599.png,triangle
000600,svg/000600.svg,png/000600.png,circle
000601,svg/000601.svg,png/000601.png,circle
000602,svg/000602.svg,png/000602.png,polygon
000603,svg/000603.svg,png/000603.png,rect
000604,svg/000604.svg,png/000604.png,circle
000605,svg/000605.svg,png/000605.png,bezier
000606,svg/000606.svg,png/000606.png,rect
000607,svg/000607.svg,png/000607.png,bezier
000608,svg/000608.svg,png/000608.png,bezier
000609,svg/000609.svg,png/000609.png,polygon
000610,svg/000610.svg,png/000610.png,rect
000611,svg/000611.svg,png/000611.png,polygon
000612,svg/000612.svg,png/000612.png,triangle
000613,svg/000613.svg,png/000613.png,rect
000614,svg/000614.svg,png/000614.png,triangle
000615,svg/000615.svg,png/000615.png,circle
000616,svg/000616.svg,png/000616.png,polygon
000617,svg/000617.svg,png/000617.png,circle
000618,svg/000618.svg,png/000618.png,circle
